,Airfield,Flight_ID,Sch_Departure,Act_Departure,Time_of_Day,Period_of_Week,Day_of_Week,Month,Season,Year,tot_pass,N,min,mean,median,max,mean_WTL,mean_City_Flag,mode_BFO_Dest_City,sum_city_mode,N_of_Dest_City,mode_BFO_Dest_Country_Code,sum_country_mode,N_of_Dest_Country,Delay_in_Seconds
1767,AUC,19861,2028/10/27 9:06,2028/10/27 9:06,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,40,39,1,5.846153846,6,12,0,0,VES064,40,1,VES,40,1,0
1768,AUC,19862,2028/10/27 9:26,2028/10/27 9:26,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,26,24,1,4.875,3.5,17,0,0,BORCWL,26,1,BOR,26,1,0
1769,AUC,19863,2028/10/27 9:31,2028/10/27 9:35,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,6,4,5,9.5,8,17,0,0,BORQUE,6,1,BOR,6,1,240
1770,AUC,19864,2028/10/27 9:36,2028/10/27 9:36,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,43,32,2,7.59375,7,16,0,0,BORCWL,43,1,BOR,43,1,0
1771,AUC,19865,2028/10/27 9:51,2028/10/27 9:51,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,48,40,1,10.2,10.5,19,0,0,BORQUE,48,1,BOR,48,1,0
1772,AUC,19866,2028/10/27 10:06,2028/10/27 10:12,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,12,10,2,7.2,4.5,15,0,0,NEN003,12,1,NEN,12,1,360
1773,AUC,19867,2028/10/27 11:36,2028/10/27 11:36,2 - MORNING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,38,35,1,4.4,3,11,0,0,BORCWL,38,1,BOR,38,1,0
1774,AUC,19868,2028/10/27 12:04,2028/10/27 12:04,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,46,43,1,4.627906977,3,11,0,0,BORQUE,46,1,BOR,46,1,0
1775,AUC,19869,2028/10/27 13:12,2028/10/27 13:12,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,41,37,1,4.486486486,4,11,0,0,VES033,41,1,VES,41,1,0
1776,AUC,19870,2028/10/27 13:41,2028/10/27 13:41,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,32,28,1,3.392857143,3,9,0,0,VES064,32,1,VES,32,1,0
1777,AUC,19871,2028/10/27 14:36,2028/10/27 15:01,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,21,18,3,4.666666667,4,10,0,0,BORQUE,21,1,BOR,21,1,1500
1778,AUC,19872,2028/10/27 14:48,2028/10/27 14:48,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,46,44,1,4.454545455,4,10,0,0,BORQUE,46,1,BOR,46,1,0
1779,AUC,19873,2028/10/27 14:51,2028/10/27 14:51,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,42,38,1,5.078947368,5.5,9,0,0,BORCWL,42,1,BOR,42,1,0
1780,AUC,19874,2028/10/27 15:06,2028/10/27 15:06,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,35,31,2,6.161290323,7,10,0,0,BORQUE,35,1,BOR,35,1,0
1781,AUC,19875,2028/10/27 15:51,2028/10/27 15:59,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,23,20,2,4.5,4,9,0,0,BORCWL,23,1,BOR,23,1,480
1782,AUC,19876,2028/10/27 16:06,2028/10/27 16:06,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,20,19,2,4.631578947,4,8,0,0,BORCWL,20,1,BOR,20,1,0
1783,AUC,19877,2028/10/27 16:30,2028/10/27 19:59,4 - EVENING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,45,41,2,4.731707317,4,26,0,0,BORQUE,45,1,BOR,45,1,12540
1784,AUC,19878,2028/10/27 17:12,2028/10/27 17:12,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,44,42,1,3.833333333,3,8,0,0,VES033,44,1,VES,44,1,0
1785,AUC,19879,2028/10/27 19:33,2028/10/27 19:33,4 - EVENING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,28,1,6,6,6,6,0,0,BORQUE,28,1,BOR,28,1,0
1786,AUC,19880,2028/10/27 19:48,2028/10/27 19:48,4 - EVENING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,25,5,1,2,2,3,0,0,VES033,25,1,VES,25,1,0
1787,AUC,19881,2028/10/27 20:26,2028/10/27 20:26,4 - EVENING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,10,2,1,1.5,1.5,2,0,0,BORQUE,10,1,BOR,10,1,0
1788,AUC,19882,2028/10/27 21:39,2028/10/27 21:29,4 - EVENING,1 - WEEKDAY,5 - FRI,10-Oct,4 - AUTUMN,2028,30,19,1,1.842105263,2,3,0,0,BORQUE,28,2,BOR,28,2,-600
1789,AUC,19883,2028/10/28 8:06,2028/10/28 8:06,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,43,35,1,5.542857143,6,10,0,0,BORQUE,40,3,BOR,40,3,0
1790,AUC,19884,2028/10/28 8:10,2028/10/28 8:10,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,33,30,2,4.966666667,4,13,0,0,VES033,33,1,VES,33,1,0
1791,AUC,19885,2028/10/28 8:24,2028/10/28 8:24,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,46,42,2,6.047619048,6,12,0,0,BORQUE,46,1,BOR,46,1,0
1792,AUC,19886,2028/10/28 8:46,2028/10/28 8:46,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,40,35,1,6.428571429,6,12,0,0,BORQUE,40,1,BOR,40,1,0
1793,AUC,19887,2028/10/28 9:06,2028/10/28 9:06,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,15,12,2,3.333333333,3,5,0,0,VES064,15,1,VES,15,1,0
1794,AUC,19888,2028/10/28 9:06,2028/10/28 9:14,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,8,7,3,5,5,7,0,0,BORQUE,8,1,BOR,8,1,480
1795,AUC,19889,2028/10/28 9:26,2028/10/28 9:26,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,42,34,1,4,4,11,0,0,BORCWL,42,1,BOR,42,1,0
1796,AUC,19890,2028/10/28 11:36,2028/10/28 11:36,2 - MORNING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,43,38,1,2.657894737,3,5,0,0,BORCWL,43,1,BOR,43,1,0
1797,AUC,19891,2028/10/28 12:02,2028/10/28 12:02,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,42,42,1,3.285714286,3,6,0,0,BORQUE,42,1,BOR,42,1,0
1798,AUC,19892,2028/10/28 13:07,2028/10/28 13:07,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,37,35,1,2.914285714,3,6,0,0,VES033,37,1,VES,37,1,0
1799,AUC,19893,2028/10/28 13:41,2028/10/28 13:56,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,33,30,1,2.866666667,3,5,0,0,VES064,33,1,VES,33,1,900
1800,AUC,19894,2028/10/28 14:09,2028/10/28 14:09,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,15,14,1,2.714285714,2.5,4,0,0,BORCWL,15,1,BOR,15,1,0
1801,AUC,19895,2028/10/28 14:32,2028/10/28 14:32,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,44,40,1,2.625,2.5,6,0,0,BORQUE,44,1,BOR,44,1,0
1802,AUC,19896,2028/10/28 14:36,2028/10/28 14:36,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,19,17,1,3.235294118,3,5,0,0,BORQUE,19,1,BOR,19,1,0
1803,AUC,19897,2028/10/28 14:51,2028/10/28 14:51,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,46,44,1,2.931818182,3,5,0,0,BORCWL,46,1,BOR,46,1,0
1804,AUC,19898,2028/10/28 15:06,2028/10/28 15:06,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,13,9,1,2.222222222,2,3,0,0,BORQUE,13,1,BOR,13,1,0
1805,AUC,19899,2028/10/28 15:51,2028/10/28 16:11,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,46,25,2,3.68,3,7,0,0,BORCWL,46,1,BOR,46,1,1200
1806,AUC,19900,2028/10/28 16:32,2028/10/28 16:32,3 - AFTERNOON,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,30,27,1,2.703703704,3,6,0,0,BORQUE,30,1,BOR,30,1,0
1807,AUC,19901,2028/10/28 17:22,2028/10/28 17:52,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,6,1,1,1,1,1,0,0,VES033,6,1,VES,6,1,1800
1808,AUC,19902,2028/10/28 18:41,2028/10/28 18:41,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,43,20,1,2.4,2,7,0,0,BORQUE,43,1,BOR,43,1,0
1809,AUC,19903,2028/10/28 18:51,2028/10/28 18:51,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,10,4,3,8.5,10,11,0,0,NEN003,10,1,NEN,10,1,0
1810,AUC,19904,2028/10/28 19:31,2028/10/28 19:31,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,31,16,2,6.25,5.5,12,0,0,BORQUE,31,1,BOR,31,1,0
1811,AUC,19905,2028/10/28 19:46,2028/10/28 19:46,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,122,89,1,3.528089888,2,12,0,0,SCO032,122,1,SCO,122,1,0
1812,AUC,19906,2028/10/28 19:46,2028/10/28 19:52,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,107,77,1,4.025974026,3,12,0,0,BORSAF,107,1,BOR,107,1,360
1813,AUC,19907,2028/10/28 19:56,2028/10/28 19:56,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,8,7,2,4.285714286,3,7,0,0,BORCWL,8,1,BOR,8,1,0
1814,AUC,19908,2028/10/28 20:26,2028/10/28 20:26,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,39,19,1,2.368421053,2,6,0,0,BORQUE,39,1,BOR,39,1,0
1815,AUC,19909,2028/10/28 21:00,2028/10/28 21:00,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,28,17,1,2.529411765,2,4,0,0,BORQUE,25,2,BOR,25,2,0
1816,AUC,19910,2028/10/28 21:45,2028/10/28 21:45,4 - EVENING,2 - WEEKEND,6 - SAT,10-Oct,4 - AUTUMN,2028,14,3,2,2.666666667,3,3,0,0,BORQUE,13,2,BOR,13,2,0
1817,AUC,19911,2028/10/29 8:24,2028/10/29 8:24,2 - MORNING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,47,43,1,3.255813953,3,9,0,0,BORQUE,47,1,BOR,47,1,0
1818,AUC,19912,2028/10/29 8:46,2028/10/29 8:46,2 - MORNING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,31,30,1,5.3,5,11,0,0,BORQUE,31,1,BOR,31,1,0
1819,AUC,19913,2028/10/29 9:26,2028/10/29 9:26,2 - MORNING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,43,41,1,4.048780488,3,10,0,0,BORCWL,43,1,BOR,43,1,0
1820,AUC,19914,2028/10/29 11:16,2028/10/29 11:16,2 - MORNING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,41,39,1,3.487179487,3,8,0,0,BORQUE,41,1,BOR,41,1,0
1821,AUC,19915,2028/10/29 11:36,2028/10/29 11:36,2 - MORNING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,30,28,1,3.285714286,3,8,0,0,BORCWL,30,1,BOR,30,1,0
1822,AUC,19916,2028/10/29 14:35,2028/10/29 15:21,3 - AFTERNOON,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,43,38,2,6.710526316,6.5,15,0,0,BORQUE,43,1,BOR,43,1,2760
1823,AUC,19917,2028/10/29 14:51,2028/10/29 14:51,3 - AFTERNOON,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,46,44,1,6.704545455,6.5,15,0,0,BORCWL,46,1,BOR,46,1,0
1824,AUC,19918,2028/10/29 15:06,2028/10/29 15:06,3 - AFTERNOON,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,33,32,2,6.9375,5.5,16,0,0,BORQUE,33,1,BOR,33,1,0
1825,AUC,19919,2028/10/29 18:34,2028/10/29 19:26,4 - EVENING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,39,36,1,2.833333333,2,8,0,0,BORQUE,38,2,BOR,38,2,3120
1826,AUC,19920,2028/10/29 18:56,2028/10/29 19:00,4 - EVENING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,105,102,1,3.166666667,3,8,0,0,SCO032,105,1,SCO,105,1,240
1827,AUC,19921,2028/10/29 20:26,2028/10/29 20:26,4 - EVENING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,20,19,1,2.263157895,2,4,0,0,BORQUE,20,1,BOR,20,1,0
1828,AUC,19922,2028/10/29 20:58,2028/10/29 20:58,4 - EVENING,2 - WEEKEND,7 - SUN,10-Oct,4 - AUTUMN,2028,41,27,1,2.592592593,3,5,0,0,BORQUE,41,1,BOR,41,1,0
1829,AUC,19923,2028/10/30 8:46,2028/10/30 8:46,2 - MORNING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,32,25,1,3.64,3,6,0,0,BORQUE,32,1,BOR,32,1,0
1830,AUC,19924,2028/10/30 9:26,2028/10/30 9:26,2 - MORNING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,38,29,1,5,3,46,0,0,BORCWL,38,1,BOR,38,1,0
1831,AUC,19925,2028/10/30 11:06,2028/10/30 11:06,2 - MORNING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,48,1,1,1,1,1,0,0,BORQUE,47,2,BOR,47,2,0
1832,AUC,19926,2028/10/30 14:35,2028/10/30 15:59,3 - AFTERNOON,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,21,20,1,3.25,3,7,0,0,BORQUE,21,1,BOR,21,1,5040
1833,AUC,19927,2028/10/30 14:35,2028/10/30 18:51,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,11,10,1,3.2,4,5,0,0,BORQUE,11,1,BOR,11,1,15360
1834,AUC,19928,2028/10/30 14:51,2028/10/30 15:01,3 - AFTERNOON,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,18,16,2,3.1875,3,6,0,0,BORCWL,18,1,BOR,18,1,600
1835,AUC,19929,2028/10/30 14:51,2028/10/30 15:11,3 - AFTERNOON,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,12,12,2,3.25,3.5,4,0,0,BORCWL,12,1,BOR,12,1,1200
1836,AUC,19930,2028/10/30 15:06,2028/10/30 16:06,3 - AFTERNOON,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,1,1,1,1,1,1,0,0,BORQUE,1,1,BOR,1,1,3600
1837,AUC,19931,2028/10/30 15:06,2028/10/30 19:06,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,13,12,2,2.416666667,2,4,0,0,BORQUE,13,1,BOR,13,1,14400
1838,AUC,19932,2028/10/30 18:34,2028/10/30 20:14,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,18,10,1,1.6,2,2,0,0,BORQUE,18,1,BOR,18,1,6000
1839,AUC,19933,2028/10/30 18:34,2028/10/30 21:23,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,7,4,1,1.75,2,2,0,0,BORQUE,7,1,BOR,7,1,10140
1840,AUC,19934,2028/10/30 18:34,2028/10/30 22:09,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,1,1,1,1,1,1,0,0,BORQUE,1,1,BOR,1,1,12900
1841,AUC,19935,2028/10/30 20:26,2028/10/30 20:26,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,2,2,2,2,2,2,0,0,BORQUE,2,1,BOR,2,1,0
1842,AUC,19936,2028/10/30 20:26,2028/10/30 20:46,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,12,11,1,2.272727273,2,4,0,0,BORQUE,12,1,BOR,12,1,1200
1843,AUC,19937,2028/10/30 20:26,2028/10/30 20:56,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,1,1,2,2,2,2,0,0,BORQUE,1,1,BOR,1,1,1800
1844,AUC,19938,2028/10/30 20:58,2028/10/30 21:31,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,31,29,1,2.206896552,2,5,0,0,BORQUE,30,2,BOR,30,2,1980
1845,AUC,19939,2028/10/30 20:58,2028/10/30 22:23,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,1,1,1,1,1,1,0,0,BORQUE,1,1,BOR,1,1,5100
1846,AUC,19940,2028/10/30 21:49,2028/10/30 21:49,4 - EVENING,1 - WEEKDAY,1 - MON,10-Oct,4 - AUTUMN,2028,35,30,1,2.533333333,2,6,0,0,BORQUE,35,1,BOR,35,1,0
1847,AUC,19941,2028/10/31 8:06,2028/10/31 8:06,2 - MORNING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,30,29,1,3.24137931,3,8,0,0,BORQUE,30,1,BOR,30,1,0
1848,AUC,19942,2028/10/31 8:46,2028/10/31 8:46,2 - MORNING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,44,34,2,4.382352941,4,7,0,0,BORQUE,44,1,BOR,44,1,0
1849,AUC,19943,2028/10/31 9:06,2028/10/31 9:06,2 - MORNING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,27,26,1,3.307692308,3,7,0,0,VES064,19,2,VES,19,2,0
1850,AUC,19944,2028/10/31 9:26,2028/10/31 9:26,2 - MORNING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,2,2,2,2,2,2,0,0,BORCWL,2,1,BOR,2,1,0
1851,AUC,19945,2028/10/31 9:26,2028/10/31 10:51,2 - MORNING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,27,23,2,3.52173913,3,6,0,0,BORCWL,27,1,BOR,27,1,5100
1852,AUC,19946,2028/10/31 11:16,2028/10/31 11:16,2 - MORNING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,49,47,1,2.829787234,3,5,0,0,BORQUE,49,1,BOR,49,1,0
1853,AUC,19947,2028/10/31 12:04,2028/10/31 12:04,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,5,4,2,2.75,2.5,4,0,0,BORQUE,5,1,BOR,5,1,0
1854,AUC,19948,2028/10/31 12:04,2028/10/31 12:16,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,2,2,1,1,1,1,0,0,BORQUE,2,1,BOR,2,1,720
1855,AUC,19949,2028/10/31 12:04,2028/10/31 12:51,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,23,23,1,2.130434783,2,4,0,0,BORQUE,23,1,BOR,23,1,2820
1856,AUC,19950,2028/10/31 13:41,2028/10/31 13:41,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,20,19,1,2,2,4,0,0,VES064,20,1,VES,20,1,0
1857,AUC,19951,2028/10/31 14:28,2028/10/31 14:48,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,10,9,1,2.222222222,2,4,0,0,BORQUE,10,1,BOR,10,1,1200
1858,AUC,19952,2028/10/31 14:28,2028/10/31 15:21,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,31,20,1,7.3,4.5,22,0,0,BORQUE,30,2,BOR,30,2,3180
1859,AUC,19953,2028/10/31 14:36,2028/10/31 14:36,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,26,20,2,7.75,4.5,15,0,0,BORQUE,26,1,BOR,26,1,0
1860,AUC,19954,2028/10/31 14:51,2028/10/31 14:51,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,44,35,2,9.171428571,5,24,0,0,BORCWL,44,1,BOR,44,1,0
1861,AUC,19955,2028/10/31 15:06,2028/10/31 15:06,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,35,19,4,12.36842105,13,18,0,0,BORQUE,35,1,BOR,35,1,0
1862,AUC,19956,2028/10/31 16:32,2028/10/31 16:32,3 - AFTERNOON,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,36,5,2,12.6,15,17,0,0,BORQUE,35,2,BOR,35,2,0
1863,AUC,19957,2028/10/31 18:34,2028/10/31 18:34,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,1,1,2,2,2,2,0,0,BORQUE,1,1,BOR,1,1,0
1864,AUC,19958,2028/10/31 18:34,2028/10/31 18:55,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,26,17,1,2.529411765,2,16,0,0,BORQUE,26,1,BOR,26,1,1260
1865,AUC,19959,2028/10/31 18:51,2028/10/31 18:57,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,11,5,1,1.4,1,3,0,0,NEN003,11,1,NEN,11,1,360
1866,AUC,19960,2028/10/31 19:19,2028/10/31 19:19,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,2,2,2,2.5,2.5,3,0,0,BORQUE,1,2,BOR,1,2,0
1867,AUC,19961,2028/10/31 19:31,2028/10/31 19:31,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,26,20,1,1.9,2,3,0,0,BORQUE,26,1,BOR,26,1,0
1868,AUC,19962,2028/10/31 20:06,2028/10/31 20:06,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,17,15,2,2.333333333,2,4,0,0,VES064,17,1,VES,17,1,0
1869,AUC,19963,2028/10/31 20:26,2028/10/31 20:26,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,14,12,1,2.333333333,2.5,4,0,0,BORQUE,14,1,BOR,14,1,0
1870,AUC,19964,2028/10/31 21:43,2028/10/31 21:43,4 - EVENING,1 - WEEKDAY,2 - TUE,10-Oct,4 - AUTUMN,2028,30,25,1,1.8,2,4,0,0,BORQUE,30,1,BOR,30,1,0
1871,AUC,19965,2028/11/1 8:06,2028/11/1 8:06,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,37,26,1,3.961538462,3.5,9,0,0,BORQUE,37,1,BOR,37,1,0
1872,AUC,19966,2028/11/1 8:24,2028/11/1 8:24,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,44,41,1,4.146341463,4,10,0,0,BORQUE,44,1,BOR,44,1,0
1873,AUC,19967,2028/11/1 8:36,2028/11/1 8:36,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,1,1,2,2,2,2,0,0,BORCWL,1,1,BOR,1,1,0
1874,AUC,19968,2028/11/1 8:46,2028/11/1 8:46,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,37,37,1,3.081081081,3,6,0,0,BORQUE,37,1,BOR,37,1,0
1875,AUC,19969,2028/11/1 9:06,2028/11/1 9:06,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,14,14,1,3.5,4,5,0,0,VES064,14,1,VES,14,1,0
1876,AUC,19970,2028/11/1 9:06,2028/11/1 9:19,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,15,13,1,3.538461538,3,9,0,0,BORQUE,15,1,BOR,15,1,780
1877,AUC,19971,2028/11/1 9:26,2028/11/1 9:26,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,44,37,1,4.891891892,5,9,0,0,BORCWL,44,1,BOR,44,1,0
1878,AUC,19972,2028/11/1 10:16,2028/11/1 10:18,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,12,10,1,3.9,3,9,0,0,NEN003,12,1,NEN,12,1,120
1879,AUC,19973,2028/11/1 11:16,2028/11/1 11:16,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,45,36,1,4.444444444,3,9,0,0,BORQUE,45,1,BOR,45,1,0
1880,AUC,19974,2028/11/1 11:36,2028/11/1 11:36,2 - MORNING,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,41,38,1,5.157894737,5,9,0,0,BORCWL,41,1,BOR,41,1,0
1881,AUC,19975,2028/11/1 12:04,2028/11/1 12:04,3 - AFTERNOON,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,36,23,2,3.782608696,4,9,0,0,BORQUE,36,1,BOR,36,1,0
1882,AUC,19976,2028/11/1 13:06,2028/11/1 13:06,3 - AFTERNOON,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,1,0,NA,NA,NA,NA,0,0,BOR030,1,1,BOR,1,1,0
1883,AUC,19977,2028/11/1 13:41,2028/11/1 13:41,3 - AFTERNOON,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,22,7,1,3,3,5,0,0,VES064,22,1,VES,22,1,0
1884,AUC,19978,2028/11/1 14:35,2028/11/1 14:35,3 - AFTERNOON,1 - WEEKDAY,3 - WED,11-Nov,4 - AUTUMN,2028,41,25,1,4.12,4,9,0,0,BORQUE,41,1,BOR,41,1,0
